Date,Time,L/S,Trade #,Valid Entry?,MAE (pts),MFE (pts),Trade Outcome,,Real $ Premium Scaling,,,Real $ Speed Scaling,,,,,Hour,Win Streak (YES),Loss Streak (YES),,,,,,,,,,,
4/7/2026,3:00:00 PM,SHORT,T5,YES,-,20,Took Loss,,-$320.00,"$15,120.00",lossS,"-$1,280.00","$11,720.00",lossS,,,15,0,1,,,,,-670,670,,,,,
4/8/2026,10:00:00 AM,LONG,T1,YES,100,100,Took Profit,,$80.00,"$15,200.00",,$320.00,"$12,040.00",,,,10,1,0,,,,,-675,675,,,,,
4/8/2026,2:00:00 PM,LONG,T2,YES,60,60,Took Profit,PA 10 Recovery,$320.00,"$15,520.00",srt1c,"$1,280.00","$13,320.00",srt1c,,,14,2,0,,,,,-680,680,,,,,
4/9/2026,9:00:00 AM,SHORT,T1,YES,20,100,Took Profit,,$80.00,"$15,600.00",,$320.00,"$13,640.00",,,,9,3,0,,,,,-685,685,,,,,
4/9/2026,11:00:00 AM,SHORT,T2,YES,-,40,Took Profit,,$80.00,"$15,680.00",,$320.00,"$13,960.00",,,,11,4,0,,,,,-690,690,,,,,
4/16/2026,10:00:00 AM,SHORT,T1,YES,-,-,Took Loss,,-$320.00,"$15,360.00",lossT,"-$1,280.00","$12,680.00",lossT,,,10,0,1,,,,,-695,695,,,,,
4/16/2026,2:00:00 PM,LONG,T2,YES,20,100,Took Profit,,$80.00,"$15,440.00",,$320.00,"$13,000.00",,,,14,1,0,,,,,-700,700,,,,,
4/16/2026,3:00:00 PM,SHORT,T3,YES,-,40,Took Profit,PA 11 Recovery,$320.00,"$15,760.00",trtc,"$1,280.00","$14,280.00",trtc,,,15,2,0,,,,,-705,705,,,,,
4/20/2026,10:00:00 AM,LONG,T1,YES,100,120,Took Profit,,$80.00,"$15,840.00",,$320.00,"$14,600.00",,,,10,3,0,,,,,-710,710,,,,,
4/21/2026,10:00:00 AM,SHORT,T1,YES,20,300,Took Profit,,$80.00,"$15,920.00",,$320.00,"$14,920.00",,,,10,4,0,,,,,-715,715,,,,,
4/21/2026,10:00:00 AM,LONG,T2,YES,60,40,Took Profit,,$80.00,"$16,000.00",,$320.00,"$15,240.00",,,,10,5,0,,,,,-720,720,,,,,
4/21/2026,2:00:00 PM,LONG,T3,YES,-,120,Took Profit,,$80.00,"$16,080.00",,$320.00,"$15,560.00",,,,14,6,0,,,,,-725,725,,,,,
4/21/2026,3:00:00 PM,SHORT,T4,YES,-,200,Took Profit,,$80.00,"$16,160.00",,$320.00,"$15,880.00",,,,15,7,0,,,,,-730,730,,,,,
4/21/2026,3:00:00 PM,LONG,T5,YES,100,120,Took Profit,,$80.00,"$16,240.00",,$320.00,"$16,200.00",,,,15,8,0,,,,,-735,735,,,,,
4/21/2026,4:00:00 PM,SHORT,T6,YES,20,60,Took Profit,,$80.00,"$16,320.00",,$320.00,"$16,520.00",,,,16,9,0,,,,,-740,740,,,,,
4/23/2026,10:00:00 AM,SHORT,T1,YES,60,400,Took Profit,,$80.00,"$16,400.00",,$320.00,"$16,840.00",,,,10,10,0,,,,,-745,745,,,,,
4/23/2026,1:00:00 PM,LONG,T2,YES,-,-,Took Loss,,-$320.00,"$16,080.00",lossU,"-$1,280.00","$15,560.00",lossU,,,13,0,1,,,,,-750,750,,,,,
4/23/2026,2:00:00 PM,SHORT,T3,YES,80,40,Took Profit,,$80.00,"$16,160.00",,$320.00,"$15,880.00",,,,14,1,0,,,,,-755,755,,,,,
4/24/2026,10:00:00 AM,SHORT,T1,YES,-,-,Took Loss,PA 12 Recovery,"-$1,280.00","$14,880.00",lossV,"-$5,120.00","$10,760.00",lossV,,,10,0,1,,,,,-760,760,,,,,
4/27/2026,9:00:00 AM,LONG,T1,YES,-,80,Took Profit,,$80.00,"$14,960.00",,$320.00,"$11,080.00",,,,9,1,0,,,,,-765,765,,,,,
4/28/2026,10:00:00 AM,LONG,T1,YES,100,100,Took Profit,PA 12 recovery 2,"$1,600.00","$16,560.00",UVrtc,"$1,280.00","$12,360.00",UVrtc,,,10,2,0,,,,,-770,770,,,,,
4/29/2026,9:00:00 AM,LONG,T1,YES,20,240,Took Profit,,$80.00,"$16,640.00",,$320.00,"$12,680.00",,,,9,3,0,,,,,-775,775,,,,,
4/29/2026,12:00:00 PM,LONG,T2,YES,-,240,Took Profit,,$80.00,"$16,720.00",,$320.00,"$13,000.00",,,,12,4,0,,,,,-780,780,,,,,
4/29/2026,2:00:00 PM,LONG,T3,YES,-,240,Took Profit,,$80.00,"$16,800.00",,$320.00,"$13,320.00",,,,14,5,0,,,,,-785,785,,,,,
4/29/2026,2:00:00 PM,SHORT,T4,YES,60,200,Took Profit,,$80.00,"$16,880.00",,$320.00,"$13,640.00",,,,14,6,0,,,,,-790,790,,,,,
4/29/2026,4:00:00 PM,LONG,T5,YES,140,40,Took Profit,,$80.00,"$16,960.00",,$320.00,"$13,960.00",,,,16,7,0,,,,,-795,795,,,,,
4/30/2026,9:00:00 AM,LONG,T1,YES,-,-,Took Loss,,-$320.00,"$16,640.00",lossW,"-$1,280.00","$12,680.00",lossW,,,9,0,1,,,,,-800,800,,,,,
4/30/2026,10:00:00 AM,SHORT,T2,YES,-,-,Took Loss,,-$320.00,"$16,320.00",lossX,"-$1,280.00","$11,400.00",lossX,,,10,0,2,,,,,-805,805,,,,,
5/4/2026,11:00:00 AM,LONG,T1,YES,-,-,Took Loss,PA 06 & LFE 03 recovery,"-$1,280.00","$15,040.00",lossY,"-$5,120.00","$6,280.00",lossY,,,11,0,3,,,,,-810,810,,,,,
5/4/2026,1:00:00 PM,SHORT,T2,YES,-,80,Took Profit,PA 12 & LFE 04 recovery,$320.00,"$15,360.00",Xrtc,$640.00,"$6,920.00",Xrtc,,,13,1,0,,,,,-815,815,,,,,
5/6/2026,9:00:00 AM,LONG,T1,YES,40,421,Took Profit,PA10 & LFE05 recovery 2,"$1,600.00","$16,960.00",WYrtc,$640.00,"$7,560.00",WYrtc,,,9,2,0,,,,,-820,820,,,,,
5/6/2026,9:00:00 AM,SHORT,T2,YES,-,80,Took Profit,,$80.00,"$17,040.00",,$160.00,"$7,720.00",,,,9,3,0,,,,,-825,825,,,,,
5/6/2026,10:00:00 AM,SHORT,T3,YES,-,60,Took Profit,,$80.00,"$17,120.00",,$160.00,"$7,880.00",,,,10,4,0,,,,,-830,830,,,,,
5/7/2026,12:00:00 PM,LONG,T1,YES,80,40,Took Profit,,$80.00,"$17,200.00",,$160.00,"$8,040.00",,,,12,5,0,,,,,-835,835,,,,,
5/7/2026,3:00:00 PM,LONG,T2,YES,20,140,Took Profit,,$80.00,"$17,280.00",,$160.00,"$8,200.00",,,,15,6,0,,,,,-850,850,,,,,
5/11/2026,9:00:00 AM,SHORT,T1,YES,40,120,Took Profit,,$80.00,"$17,360.00",,$160.00,"$8,360.00",,,,9,7,0,,,,,-900,900,,,,,
5/11/2026,10:00:00 AM,LONG,T2,YES,-,220,Took Profit,,$80.00,"$17,440.00",,$160.00,"$8,520.00",,,,10,8,0,,,,,-950,950,,,,,
5/11/2026,10:00:00 AM,SHORT,T3,YES,100,40,Took Profit,,$80.00,"$17,520.00",,$160.00,"$8,680.00",,,,10,9,0,,,,,-1000,1000,,,,,
5/12/2026,9:00:00 AM,SHORT,T1,YES,-,520,Took Profit,,$80.00,"$17,600.00",,$160.00,"$8,840.00",,,,9,10,0,,,,,-1050,1050,,,,,
5/12/2026,9:00:00 AM,LONG,T2,YES,60,60,Took Profit,,$80.00,"$17,680.00",,$160.00,"$9,000.00",,,,9,11,0,,,,,-1100,1100,,,,,
5/12/2026,10:00:00 AM,LONG,T3,YES,-,20,Took Loss,,-$320.00,"$17,360.00",lossZ,-$640.00,"$8,360.00",lossZ,,,10,0,1,,,,,-1150,1150,,,,,
5/12/2026,2:00:00 PM,SHORT,T4,YES,-,20,Took Loss,,-$320.00,"$17,040.00",lossA,-$640.00,"$7,720.00",lossA,,,14,0,2,,,,,-1200,1200,,,,,
5/13/2026,8:00:00 AM,LONG,T1,YES,-,360,Took Profit,PA12 & LFE04 recovery,$320.00,"$17,360.00",Zrtc,$640.00,"$8,360.00",Zrtc,,,8,1,0,,,,,-1250,1250,,,,,
5/13/2026,10:00:00 AM,LONG,T2,YES,-,420,Took Profit,PA15 & LFE04 recovery,$320.00,"$17,680.00",Artc,$640.00,"$9,000.00",Artc,,,10,2,0,,,,,-1300,1300,,,,,
5/13/2026,10:00:00 AM,SHORT,T3,YES,-,20,Took Loss,,-$320.00,"$17,360.00",lossB,-$640.00,"$8,360.00",lossB,,,10,0,1,,,,,-1350,1350,,,,,
5/14/2026,9:00:00 AM,SHORT,T1,YES,80,60,Took Profit,,$80.00,"$17,440.00",,$160.00,"$8,520.00",,,,9,1,0,,,,,-1400,1400,,,,,
5/14/2026,10:00:00 AM,SHORT,T2,YES,20,40,Took Profit,recovery,$320.00,"$17,760.00",Brtc,$640.00,"$9,160.00",Brtc,,,10,2,0,,,,,-1450,1450,,,,,
5/14/2026,1:00:00 PM,LONG,T3,YES,-,140,Took Profit,,$80.00,"$17,840.00",,$160.00,"$9,320.00",,,,13,3,0,,,,,-1500,1500,,,,,
5/14/2026,1:00:00 PM,SHORT,T4,YES,-,100,Took Profit,,$80.00,"$17,920.00",,$160.00,"$9,480.00",,,,13,4,0,,,,,-1550,1550,,,,,
5/15/2026,8:00:00 AM,LONG,T1,YES,60,260,Took Profit,,$80.00,"$18,000.00",,$160.00,"$9,640.00",,,,8,5,0,,,,,-1600,1600,,,,,
5/15/2026,9:00:00 AM,LONG,T2,YES,120,260,Took Profit,,$80.00,"$18,080.00",,$160.00,"$9,800.00",,,,9,6,0,,,,,-1650,1650,,,,,
5/15/2026,9:00:00 AM,LONG,T3,YES,20,120,Took Profit,,$80.00,"$18,160.00",,$160.00,"$9,960.00",,,,9,7,0,,,,,-1700,1700,,,,,
5/15/2026,9:00:00 AM,LONG,T4,YES,20,320,Took Profit,,$80.00,"$18,240.00",,$160.00,"$10,120.00",,,,9,8,0,,,,,-1750,1750,,,,,
5/15/2026,10:00:00 AM,SHORT,T5,YES,20,40,Took Profit,,$80.00,"$18,320.00",,$160.00,"$10,280.00",,,,10,9,0,,,,,-1800,1800,,,,,
5/15/2026,11:00:00 AM,SHORT,T6,YES,20,220,Took Profit,,$80.00,"$18,400.00",,$320.00,"$10,600.00",,,,11,10,0,,,,,-1850,1850,,,,,
5/15/2026,11:00:00 AM,LONG,T7,YES,20,240,Took Profit,,$80.00,"$18,480.00",,$320.00,"$10,920.00",,,,11,11,0,,,,,-1900,1900,,,,,
5/15/2026,1:00:00 PM,SHORT,T8,YES,140,220,Took Profit,,$80.00,"$18,560.00",,$320.00,"$11,240.00",,,,13,12,0,,,,,-1950,1950,,,,,
5/15/2026,3:00:00 PM,LONG,T9,YES,-,40,Took Profit,,$80.00,"$18,640.00",,$320.00,"$11,560.00",,,,15,13,0,,,,,-2000,2000,,,,,
5/18/2026,9:00:00 AM,LONG,T1,YES,40,120,Took Profit,,$80.00,"$18,720.00",,$320.00,"$11,880.00",,,,9,14,0,,,,,,,,,,,
5/18/2026,9:00:00 AM,SHORT,T2,YES,-,440,Took Profit,,$80.00,"$18,800.00",,$320.00,"$12,200.00",,,,9,15,0,,,,,,,,,,,
5/18/2026,10:00:00 AM,LONG,T3,YES,40,120,Took Profit,,$80.00,"$18,880.00",,$320.00,"$12,520.00",,,,10,16,0,,,,,,,,,,,
5/18/2026,10:00:00 AM,SHORT,T4,YES,-,440,Took Profit,,$80.00,"$18,960.00",,$320.00,"$12,840.00",,,,10,17,0,,,,,,,,,,,
5/18/2026,10:00:00 AM,LONG,T5,YES,-,-,Took Loss,,-$320.00,"$18,640.00",lossC,"-$1,280.00","$11,560.00",lossC,,,10,0,1,,,,,,,,,,,
5/18/2026,10:00:00 AM,LONG,T6,YES,20,80,Took Profit,,$80.00,"$18,720.00",,$320.00,"$11,880.00",,,,10,1,0,,,,,,,,,,,
5/18/2026,11:00:00 AM,LONG,T7,YES,-,40,Took Profit,recovery,$320.00,"$19,040.00",Crtc,"$1,280.00","$13,160.00",Crtc,,,11,2,0,,,,,,,,,,,
5/18/2026,11:00:00 AM,LONG,T8,YES,-,60,Took Profit,,$80.00,"$19,120.00",,$320.00,"$13,480.00",,,,11,3,0,,,,,,,,,,,
5/18/2026,12:00:00 PM,LONG,T9,YES,120,60,Took Profit,,$80.00,"$19,200.00",,$320.00,"$13,800.00",,,,12,4,0,,,,,,,,,,,
5/18/2026,12:00:00 PM,SHORT,T10,YES,-,220,Took Profit,,$80.00,"$19,280.00",,$320.00,"$14,120.00",,,,12,5,0,,,,,,,,,,,
5/18/2026,2:00:00 PM,LONG,T11,YES,100,180,Took Profit,,$80.00,"$19,360.00",,$320.00,"$14,440.00",,,,14,6,0,,,,,,,,,,,
5/18/2026,3:00:00 PM,SHORT,T12,YES,60,100,Took Profit,,$80.00,"$19,440.00",,$320.00,"$14,760.00",,,,15,7,0,,,,,,,,,,,
5/18/2026,3:00:00 PM,LONG,T13,YES,20,180,Took Profit,,$80.00,"$19,520.00",,$320.00,"$15,080.00",,,,15,8,0,,,,,,,,,,,
5/19/2026,9:00:00 AM,SHORT,T1,YES,100,260,Took Profit,,$80.00,"$19,600.00",,$320.00,"$15,400.00",,,,9,9,0,,,,,,,,,,,
5/19/2026,9:00:00 AM,LONG,T2,YES,-,140,Took Profit,,$80.00,"$19,680.00",,$320.00,"$15,720.00",,,,9,10,0,,,,,,,,,,,
5/19/2026,9:00:00 AM,SHORT,T3,YES,-,320,Took Profit,,$80.00,"$19,760.00",,$320.00,"$16,040.00",,,,9,11,0,,,,,,,,,,,
5/19/2026,9:00:00 AM,SHORT,T4,YES,20,320,Took Profit,,$80.00,"$19,840.00",,$320.00,"$16,360.00",,,,9,12,0,,,,,,,,,,,
5/19/2026,10:00:00 AM,LONG,T5,YES,-,20,Took Loss,,-$320.00,"$19,520.00",lossD,"-$1,280.00","$15,080.00",lossD,,,10,0,1,,,,,,,,,,,
5/19/2026,11:00:00 AM,SHORT,T6,YES,-,100,Took Profit,,$80.00,"$19,600.00",,$320.00,"$15,400.00",,,,11,1,0,,,,,,,,,,,
5/19/2026,11:00:00 AM,SHORT,T7,YES,20,60,Took Profit,recovery,$320.00,"$19,920.00",Drtc,"$1,280.00","$16,680.00",Drtc,,,11,2,0,,,,,,,,,,,
5/20/2026,9:00:00 AM,SHORT,T1,YES,-,100,Took Profit,,$80.00,"$20,000.00",,$320.00,"$17,000.00",,,,9,3,0,,,,,,,,,,,
5/20/2026,10:00:00 AM,LONG,T2,YES,20,340,Took Profit,,$80.00,"$20,080.00",,$320.00,"$17,320.00",,,,10,4,0,,,,,,,,,,,
5/20/2026,10:00:00 AM,SHORT,T3,YES,-,20,Took Loss,,-$320.00,"$19,760.00",lossE,"-$1,280.00","$16,040.00",lossE,,,10,0,1,,,,,,,,,,,
5/20/2026,1:00:00 PM,SHORT,T4,YES,-,60,Took Profit,,$80.00,"$19,840.00",,$320.00,"$16,360.00",,,,13,1,0,,,,,,,,,,,
5/20/2026,4:00:00 PM,SHORT,T5,YES,20,100,Took Profit,recovery,$320.00,"$20,160.00",Ertc,"$1,280.00","$17,640.00",Ertc,,,16,2,0,,,,,,,,,,,
5/21/2026,10:00:00 AM,SHORT,T1,YES,20,160,Took Profit,,$80.00,"$20,240.00",,$320.00,"$17,960.00",,,,10,3,0,,,,,,,,,,,
5/21/2026,10:00:00 AM,LONG,T2,YES,60,340,Took Profit,,$80.00,"$20,320.00",,$320.00,"$18,280.00",,,,10,4,0,,,,,,,,,,,
5/21/2026,10:00:00 AM,LONG,T3,YES,-,360,Took Profit,,$80.00,"$20,400.00",,$320.00,"$18,600.00",,,,10,5,0,,,,,,,,,,,
5/21/2026,11:00:00 AM,SHORT,T4,YES,20,60,Took Profit,,$80.00,"$20,480.00",,$320.00,"$18,920.00",,,,11,6,0,,,,,,,,,,,
5/21/2026,2:00:00 PM,LONG,T5,YES,20,140,Took Profit,,$80.00,"$20,560.00",,$320.00,"$19,240.00",,,,14,7,0,,,,,,,,,,,
5/21/2026,3:00:00 PM,SHORT,T6,YES,-,40,Took Profit,,$80.00,"$20,640.00",,$320.00,"$19,560.00",,,,15,8,0,,,,,,,,,,,
5/22/2026,8:00:00 AM,SHORT,T1,YES,-,80,Took Profit,,$80.00,"$20,720.00",,$320.00,"$19,880.00",,,,8,9,0,,,,,,,,,,,
5/22/2026,10:00:00 AM,SHORT,T2,YES,-,220,Took Profit,,$80.00,"$20,800.00",,$320.00,"$20,200.00",,,,10,10,0,,,,,,,,,,,
5/22/2026,3:00:00 PM,SHORT,T3,YES,120,100,Took Profit,,$80.00,"$20,880.00",,$320.00,"$20,520.00",,,,15,11,0,,,,,,,,,,,
5/27/2026,9:00:00 AM,LONG,T1,YES,-,-,Took Loss,,-$320.00,"$20,560.00",lossF,"-$2,560.00","$17,960.00",lossF,,,9,0,1,,,,,,,,,,,
5/27/2026,10:00:00 AM,LONG,T2,YES,-,120,Took Profit,,$80.00,"$20,640.00",,$320.00,"$18,280.00",,,,10,1,0,,,,,,,,,,,
5/27/2026,11:00:00 AM,LONG,T3,YES,-,200,Took Profit,recovery,$320.00,"$20,960.00",Frtc,"$1,280.00","$19,560.00",Frtc,,,11,2,0,,,,,,,,,,,
5/27/2026,12:00:00 PM,SHORT,T4,YES,20,120,Took Profit,,$80.00,"$21,040.00",,$320.00,"$19,880.00",,,,12,3,0,,,,,,,,,,,
5/27/2026,1:00:00 PM,LONG,T5,YES,-,220,Took Profit,,$80.00,"$21,120.00",,$320.00,"$20,200.00",,,,13,4,0,,,,,,,,,,,
5/28/2026,10:00:00 AM,SHORT,T1,YES,-,-,Took Loss,,-$320.00,"$20,800.00",lossG,"-$1,280.00","$18,920.00",lossG,,,10,0,1,,,,,,,,,,,
5/29/2026,9:00:00 AM,SHORT,T1,YES,140,100,Took Profit,,$80.00,"$20,880.00",,$320.00,"$19,240.00",,,,9,1,0,,,,,,,,,,,
5/29/2026,10:00:00 AM,LONG,T2,YES,40,120,Took Profit,recovery,$320.00,"$21,200.00",Grtc,"$1,280.00","$20,520.00",Grtc,,,10,2,0,,,,,,,,,,,
5/29/2026,11:00:00 AM,SHORT,T3,YES,-,120,Took Profit,,$80.00,"$21,280.00",,$640.00,"$21,160.00",,,,11,3,0,,,,,,,,,,,
5/29/2026,1:00:00 PM,LONG,T4,YES,20,120,Took Profit,,$80.00,"$21,360.00",,$640.00,"$21,800.00",,,,13,4,0,,,,,,,,,,,
5/29/2026,3:00:00 PM,SHORT,T5,YES,20,40,Took Profit,,$80.00,"$21,440.00",,$640.00,"$22,440.00",,,,15,5,0,,,,,,,,,,,
6/1/2026,9:00:00 AM,LONG,T1,YES,100,280,Took Profit,,$80.00,"$21,520.00",,$640.00,"$23,080.00",,,,9,6,0,,,,,,,,,,,
6/1/2026,9:00:00 AM,SHORT,T2,YES,-,160,Took Profit,,$80.00,"$21,600.00",,$640.00,"$23,720.00",,,,9,7,0,,,,,,,,,,,
6/1/2026,9:00:00 AM,LONG,T3,YES,40,340,Took Profit,,$80.00,"$21,680.00",,$640.00,"$24,360.00",,,,9,8,0,,,,,,,,,,,
6/1/2026,10:00:00 AM,SHORT,T4,YES,-,-,Took Loss,,-$320.00,"$21,360.00",lossH,"-$2,560.00","$21,800.00",lossH,,,10,0,1,,,,,,,,,,,
6/2/2026,9:00:00 AM,LONG,T1,YES,-,320,Took Profit,,$80.00,"$21,440.00",,$640.00,"$22,440.00",,,,9,1,0,,,,,,,,,,,
6/2/2026,9:00:00 AM,SHORT,T2,YES,-,20,Took Loss,recovery,"-$1,280.00","$20,160.00",lossi,"-$10,240.00","$12,200.00",lossi,,,9,0,1,,,,,,,,,,,
6/3/2026,9:00:00 AM,LONG,T1,YES,-,-,Took Loss,,-$320.00,"$19,840.00",lossj,"-$1,280.00","$10,920.00",lossj,,,9,0,2,,,,,,,,,,,
6/3/2026,10:00:00 AM,SHORT,T2,YES,40,200,Took Profit,recovery 2,"$1,600.00","$21,440.00",HIrtc,"$1,280.00","$12,200.00",HIrtc,,,10,1,0,,,,,,,,,,,
6/3/2026,11:00:00 AM,LONG,T3,YES,-,100,Took Profit,recovery,$320.00,"$21,760.00",Jrtc,"$1,280.00","$13,480.00",Jrtc,,,11,2,0,,,,,,,,,,,
6/3/2026,2:00:00 PM,SHORT,T4,YES,20,180,Took Profit,,$80.00,"$21,840.00",,$320.00,"$13,800.00",,,,14,3,0,,,,,,,,,,,
6/3/2026,4:00:00 PM,LONG,T5,YES,-,40,Took Profit,,$80.00,"$21,920.00",,$320.00,"$14,120.00",,,,16,4,0,,,,,,,,,,,
6/4/2026,10:00:00 AM,LONG,T1,YES,20,360,Took Profit,,$80.00,"$22,000.00",,$320.00,"$14,440.00",,,,10,5,0,,,,,,,,,,,
6/4/2026,10:00:00 AM,SHORT,T2,YES,-,200,Took Profit,,$80.00,"$22,080.00",,$320.00,"$14,760.00",,,,10,6,0,,,,,,,,,,,
6/4/2026,10:00:00 AM,LONG,T3,YES,40,360,Took Profit,,$80.00,"$22,160.00",,$320.00,"$15,080.00",,,,10,7,0,,,,,,,,,,,
6/4/2026,10:00:00 AM,SHORT,T4,YES,-,20,Took Loss,,-$320.00,"$21,840.00",lossK,"-$1,280.00","$13,800.00",lossK,,,10,0,1,,,,,,,,,,,
6/5/2026,10:00:00 AM,LONG,T1,YES,20,80,Took Profit,,$80.00,"$21,920.00",,$320.00,"$14,120.00",,,,10,1,0,,,,,,,,,,,
6/5/2026,3:00:00 PM,LONG,T2,YES,-,-,Took Loss,recovery,"-$1,280.00","$20,640.00",lossL,"-$5,120.00","$9,000.00",lossL,,,15,0,1,,,,,,,,,,,
6/8/2026,9:00:00 AM,SHORT,T1,YES,20,180,Took Profit,,$80.00,"$20,720.00",,$160.00,"$9,160.00",,,,9,1,0,,,,,,,,,,,
6/8/2026,9:00:00 AM,SHORT,T2,YES,-,200,Took Profit,recovery 2,"$1,600.00","$22,320.00",KLrtc,$640.00,"$9,800.00",Lrtc,,,9,2,0,,,,,,,,,,,
6/8/2026,9:00:00 AM,LONG,T3,YES,60,340,Took Profit,,$80.00,"$22,400.00",,$160.00,"$9,960.00",,,,9,3,0,,,,,,,,,,,
6/8/2026,10:00:00 AM,SHORT,T4,YES,-,-,Took Loss,,-$320.00,"$22,080.00",lossM,-$640.00,"$9,320.00",lossM,,,10,0,1,,,,,,,,,,,
6/8/2026,11:00:00 AM,SHORT,T5,YES,20,300,Took Profit,,$80.00,"$22,160.00",,$160.00,"$9,480.00",,,,11,1,0,,,,,,,,,,,
6/8/2026,12:00:00 PM,LONG,T6,YES,-,60,Took Profit,recovery,$320.00,"$22,480.00",Mrtc,$640.00,"$10,120.00",Mrtc,,,12,2,0,,,,,,,,,,,
6/8/2026,1:00:00 PM,LONG,T7,YES,-,80,Took Profit,,$80.00,"$22,560.00",,$160.00,"$10,280.00",,,,13,3,0,,,,,,,,,,,
6/9/2026,9:00:00 AM,SHORT,T1,YES,-,"1,480",Took Profit,,$80.00,"$22,640.00",,$320.00,"$10,600.00",,,,9,4,0,,,,,,,,,,,
6/9/2026,10:00:00 AM,LONG,T2,YES,-,60,Took Profit,,$80.00,"$22,720.00",,$320.00,"$10,920.00",,,,10,5,0,,,,,,,,,,,
6/9/2026,11:00:00 AM,SHORT,T3,YES,-,"1,060",Took Profit,,$80.00,"$22,800.00",,$320.00,"$11,240.00",,,,11,6,0,,,,,,,,,,,
6/9/2026,11:00:00 AM,LONG,T4,YES,-,-,Took Loss,,-$320.00,"$22,480.00",lossN,"-$1,280.00","$9,960.00",lossN,,,11,0,1,,,,,,,,,,,
6/9/2026,11:00:00 AM,LONG,T5,YES,-,-,Took Loss,,-$320.00,"$22,160.00",lossO,-$640.00,"$9,320.00",lossO,,,11,0,2,,,,,,,,,,,
6/9/2026,12:00:00 PM,LONG,T6,YES,-,860,Took Profit,recovery,$320.00,"$22,480.00",,$640.00,"$9,960.00",,,,12,1,0,,,,,,,,,,,
6/9/2026,12:00:00 PM,SHORT,T7,YES,-,-,Took Loss,recovery,"-$1,280.00","$21,200.00",lossP,"-$2,560.00","$7,400.00",lossP,,,12,0,1,,,,,,,,,,,
6/9/2026,1:00:00 PM,SHORT,T8,YES,-,20,Took Loss,,-$320.00,"$20,880.00",lossQ,-$640.00,"$6,760.00",lossQ,,,13,0,2,,,,,,,,,,,
6/9/2026,3:00:00 PM,LONG,T9,YES,100,240,Took Profit,recovery 2,"$1,600.00","$22,480.00",OPrtc,$640.00,"$7,400.00",Prtc,,,15,1,0,,,,,,,,,,,
6/9/2026,3:00:00 PM,LONG,T10,YES,-,320,Took Profit,recovery,$320.00,"$22,800.00",Qrtc,$640.00,"$8,040.00",,,,15,2,0,,,,,,,,,,,
6/10/2026,8:00:00 AM,SHORT,T1,YES,-,-,Took Loss,,-$320.00,"$22,480.00",lossR,-$640.00,"$7,400.00",lossR,,,8,0,1,,,,,,,,,,,
6/10/2026,8:00:00 AM,SHORT,T2,YES,80,120,Took Profit,,$80.00,"$22,560.00",,$160.00,"$7,560.00",,,,8,1,0,,,,,,,,,,,
6/10/2026,8:00:00 AM,SHORT,T3,YES,-,160,Took Profit,recovery,$320.00,"$22,880.00",,$640.00,"$8,200.00",,,,8,2,0,,,,,,,,,,,
6/10/2026,9:00:00 AM,LONG,T4,YES,40,420,Took Profit,,$80.00,"$22,960.00",,$160.00,"$8,360.00",,,,9,3,0,,,,,,,,,,,
6/10/2026,9:00:00 AM,SHORT,T5,YES,100,60,Took Profit,,$80.00,"$23,040.00",,$160.00,"$8,520.00",,,,9,4,0,,,,,,,,,,,
6/10/2026,9:00:00 AM,SHORT,T6,YES,-,-,Took Loss,,-$320.00,"$22,720.00",lossS,-$640.00,"$7,880.00",lossS,,,9,0,1,,,,,,,,,,,
6/10/2026,10:00:00 AM,SHORT,T7,YES,20,40,Took Profit,,$80.00,"$22,800.00",,$160.00,"$8,040.00",,,,10,1,0,,,,,,,,,,,
6/10/2026,10:00:00 AM,SHORT,T8,YES,60,760,Took Profit,recovery,$320.00,"$23,120.00",,$640.00,"$8,680.00",,,,10,2,0,,,,,,,,,,,
6/10/2026,10:00:00 AM,LONG,T9,YES,40,40,Took Profit,,$80.00,"$23,200.00",,$160.00,"$8,840.00",,,,10,3,0,,,,,,,,,,,
6/10/2026,11:00:00 AM,LONG,T10,YES,-,-,Took Loss,,-$320.00,"$22,880.00",lossT,-$640.00,"$8,200.00",lossT,,,11,0,1,,,,,,,,,,,
6/10/2026,11:00:00 AM,LONG,T11,YES,-,120,Took Profit,,$80.00,"$22,960.00",,$160.00,"$8,360.00",,,,11,1,0,,,,,,,,,,,
6/10/2026,11:00:00 AM,SHORT,T12,YES,-,440,Took Profit,recovery,$320.00,"$23,280.00",Trtc,$640.00,"$9,000.00",Trtc,,,11,2,0,,,,,,,,,,,
6/10/2026,11:00:00 AM,LONG,T13,YES,100,140,Took Profit,,$80.00,"$23,360.00",,$160.00,"$9,160.00",,,,11,3,0,,,,,,,,,,,
6/10/2026,11:00:00 AM,SHORT,T14,YES,20,380,Took Profit,,$80.00,"$23,440.00",,$160.00,"$9,320.00",,,,11,4,0,,,,,,,,,,,
6/10/2026,12:00:00 PM,LONG,T15,YES,20,100,Took Profit,,$80.00,"$23,520.00",,$160.00,"$9,480.00",,,,12,5,0,,,,,,,,,,,
6/10/2026,12:00:00 PM,SHORT,T16,YES,-,420,Took Profit,,$80.00,"$23,600.00",,$160.00,"$9,640.00",,,,12,6,0,,,,,,,,,,,
6/10/2026,12:00:00 PM,LONG,T17,YES,40,100,Took Profit,,$80.00,"$23,680.00",,$160.00,"$9,800.00",,,,12,7,0,,,,,,,,,,,
